Station information:,,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority,
Auckland Aero,1962,C74082,-37.00813,174.78873,7,H,N/A,
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,,
,,,,,,,,
Rain: Daily,,,,,,,,
Station,Date(NZST),Time(NZST),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
Auckland Aero,20191015,800,23.6,-,12.9,0,24,D
Auckland Aero,20191016,800,5,-,11.6,0,24,D
Auckland Aero,20191017,800,0,-,15.2,0,24,D
Auckland Aero,20191018,800,0,-,18.9,0,24,D
Auckland Aero,20191019,800,1.6,-,20.9,0,24,D
Auckland Aero,20191020,800,0.2,-,24.4,0,24,D
Auckland Aero,20191021,800,0,-,28,0,24,D
Auckland Aero,20191022,800,1.6,-,30.1,0,24,D
Auckland Aero,20191023,800,7.2,-,26.5,0,24,D
Auckland Aero,20191024,800,1.4,-,28.8,0,24,D
Auckland Aero,20191025,800,1.4,-,31,0,24,D
Auckland Aero,20191026,800,0,-,34.6,0,24,D
Auckland Aero,20191027,800,0,-,38.3,0,24,D
Auckland Aero,20191028,800,0,-,41.9,0,24,D
Auckland Aero,20191029,800,2.6,-,43,0,24,D
Auckland Aero,20191030,800,0,-,46.6,0,24,D
Auckland Aero,20191031,800,0,-,50.3,0,24,D
Auckland Aero,20191101,800,0,-,53.9,0,24,D
Auckland Aero,20191102,800,0,-,58.9,0,24,D
Auckland Aero,20191103,800,0,-,63.9,0,24,D
Auckland Aero,20191104,800,0,-,68.9,0,24,D
Auckland Aero,20191105,800,0,-,73.9,0,24,D
Auckland Aero,20191106,800,0,-,78.9,0,24,D
Auckland Aero,20191107,800,0,-,83.7,0,24,D
Auckland Aero,20191108,800,0,-,88.1,0,24,D
Auckland Aero,20191109,800,0,-,92.2,0,24,D
Auckland Aero,20191110,800,5,-,91.1,0,24,D
Auckland Aero,20191111,800,14.2,-,80.8,0,24,D
Auckland Aero,20191112,800,0,-,85.4,0,24,D
Auckland Aero,20191113,800,1,-,88.7,0,24,D
Auckland Aero,20191114,800,5.6,-,87.2,0,24,D
Auckland Aero,20191115,800,0.4,-,91,0,24,D
Auckland Aero,20191116,800,0,-,94.9,0,24,D
Auckland Aero,20191117,800,0,-,98.6,0,24,D
Auckland Aero,20191118,800,9.4,-,92.6,0,24,D
Auckland Aero,20191119,800,3.8,-,92.6,0,24,D
Auckland Aero,20191120,800,0,-,96.4,0,24,D
Auckland Aero,20191121,800,0,-,100,0,24,D
Auckland Aero,20191122,800,0,-,103.3,0,24,D
Auckland Aero,20191123,800,0,-,106.5,0,24,D
Auckland Aero,20191124,800,0,-,109.4,0,24,D
Auckland Aero,20191125,800,0,-,112.1,0,24,D
Auckland Aero,20191126,800,0,-,114.6,0,24,D
Auckland Aero,20191127,800,0,-,116.9,0,24,D
Auckland Aero,20191128,800,0,-,119.2,0,24,D
Auckland Aero,20191130,800,0,-,123.1,0,24,D
Auckland Aero,20191201,800,0,-,124.9,0,24,D
Auckland Aero,20191202,800,2.6,-,124.2,0,24,D
Auckland Aero,20191203,800,0,-,126.2,0,24,D
Auckland Aero,20191204,800,4,-,124,0,24,D
Auckland Aero,20191205,800,0,-,126,0,24,D
Auckland Aero,20191206,800,0,-,127.9,0,24,D
Auckland Aero,20191207,800,0,-,129.6,0,24,D
Auckland Aero,20191208,800,0,-,131.1,0,24,D
Auckland Aero,20191209,800,1.2,-,131.4,0,24,D
Auckland Aero,20191210,800,0,-,132.8,0,24,D
Auckland Aero,20191211,800,0,-,134.1,0,24,D
Auckland Aero,20191212,800,0,-,135.3,0,24,D
Auckland Aero,20191213,800,0,-,136.5,0,24,D
Auckland Aero,20191214,800,4,-,133.5,0,24,D
Auckland Aero,20191215,800,0.2,-,134.6,0,24,D
Auckland Aero,20191216,800,0.6,-,135.2,0,24,D
Auckland Aero,20191217,800,1,-,135.3,0,24,D
Auckland Aero,20191218,800,30.2,-,106.2,0,24,D
Auckland Aero,20191219,800,0.4,-,109.2,0,24,D
Auckland Aero,20191220,800,0,-,112.3,0,24,D
Auckland Aero,20191221,800,4.6,-,110.6,0,24,D
Auckland Aero,20191222,800,0.2,-,113.4,0,24,D
Auckland Aero,20191223,800,0,-,116.2,0,24,D
Auckland Aero,20191224,800,0,-,118.8,0,24,D
Auckland Aero,20191225,800,0,-,121.2,0,24,D
Auckland Aero,20191226,800,0,-,123.4,0,24,D
Auckland Aero,20191227,800,0,-,125.5,0,24,D
Auckland Aero,20191228,800,2,-,125.3,0,24,D
Auckland Aero,20191229,800,0,-,127.2,0,24,D
Auckland Aero,20191230,800,0,-,129,0,24,D
Auckland Aero,20191231,800,0,-,130.6,0,24,D
Auckland Aero,20200101,800,0,-,132.1,0,24,D
Auckland Aero,20200102,800,0,-,133.5,0,24,D
Auckland Aero,20200103,800,0,-,134.8,0,24,D
Auckland Aero,20200104,800,0,-,136.1,0,24,D
Auckland Aero,20200105,800,0,-,137.2,0,24,D
Auckland Aero,20200106,800,2.2,-,136,0,24,D
Auckland Aero,20200107,800,0.2,-,136.9,0,24,D
Auckland Aero,20200108,800,0,-,138,0,24,D
Auckland Aero,20200109,800,0,-,138.9,0,24,D
Auckland Aero,20200110,800,0,-,139.8,0,24,D
Auckland Aero,20200111,800,0,-,140.6,0,24,D
Auckland Aero,20200112,800,0,-,141.4,0,24,D
Auckland Aero,20200113,800,0,-,142.1,0,24,D
Auckland Aero,20200114,800,0.2,-,142.5,0,24,D
Auckland Aero,20200115,800,5,-,138.1,0,24,D
Auckland Aero,20200116,800,0,-,139.1,0,24,D
Auckland Aero,20200117,800,0,-,140,0,24,D
Auckland Aero,20200118,800,0,-,140.8,0,24,D
Auckland Aero,20200119,800,0,-,141.5,0,24,D
Auckland Aero,20200120,800,0,-,142.2,0,24,D
Auckland Aero,20200121,800,0,-,142.8,0,24,D
Auckland Aero,20200122,800,0,-,143.4,0,24,D
Auckland Aero,20200123,800,0,-,143.9,0,24,D
Auckland Aero,20200124,800,0,-,144.4,0,24,D
Auckland Aero,20200125,800,0,-,144.9,0,24,D
Auckland Aero,20200126,800,0,-,145.3,0,24,D
Auckland Aero,20200127,800,0,-,145.6,0,24,D
Auckland Aero,20200128,800,0,-,146,0,24,D
Auckland Aero,20200129,800,0.2,-,146.1,0,24,D
Auckland Aero,20200130,800,0,-,146.4,0,24,D
Auckland Aero,20200131,800,0,-,146.7,0,24,D
Auckland Aero,20200201,800,0,-,147,0,24,D
Auckland Aero,20200202,800,0,-,147.2,0,24,D
Auckland Aero,20200203,800,0,-,147.4,0,24,D
Auckland Aero,20200204,800,0,-,147.6,0,24,D
Auckland Aero,20200205,800,0,-,147.8,0,24,D
Auckland Aero,20200206,800,0,-,147.9,0,24,D
Auckland Aero,20200207,800,0,-,148.1,0,24,D
Auckland Aero,20200208,800,0,-,148.2,0,24,D
Auckland Aero,20200209,800,0,-,148.4,0,24,D
Auckland Aero,20200210,800,0,-,148.5,0,24,D
Auckland Aero,20200211,800,0,-,148.6,0,24,D
Auckland Aero,20200212,800,0,-,148.7,0,24,D
Auckland Aero,20200213,800,0,-,148.8,0,24,D
Auckland Aero,20200214,800,0,-,148.9,0,24,D
Auckland Aero,20200215,800,0,-,149,0,24,D
Auckland Aero,20200216,800,0,-,149.1,0,24,D
Auckland Aero,20200217,800,0,-,149.1,0,24,D
Auckland Aero,20200218,800,0,-,149.2,0,24,D
Auckland Aero,20200219,800,0,-,149.3,0,24,D
Auckland Aero,20200220,800,0,-,149.3,0,24,D
Auckland Aero,20200221,800,0,-,149.4,0,24,D
Auckland Aero,20200222,800,0.8,-,148.6,0,24,D
Auckland Aero,20200223,800,13.6,-,135.1,0,24,D
Auckland Aero,20200224,800,0,-,136.2,0,24,D
Auckland Aero,20200225,800,0,-,137.3,0,24,D
Auckland Aero,20200226,800,0,-,138.2,0,24,D
Auckland Aero,20200227,800,0,-,139.1,0,24,D
Auckland Aero,20200228,800,0,-,139.9,0,24,D
Auckland Aero,20200229,800,0,-,140.7,0,24,D
Auckland Aero,20200301,800,0,-,141.4,0,24,D
Auckland Aero,20200302,800,0,-,141.8,0,24,D
Auckland Aero,20200303,800,0,-,142.2,0,24,D
Auckland Aero,20200304,800,10.6,-,132,0,24,D
Auckland Aero,20200305,800,1.2,-,131.7,0,24,D
Auckland Aero,20200306,800,0,-,132.7,0,24,D
Auckland Aero,20200307,800,0,-,133.6,0,24,D
Auckland Aero,20200308,800,0,-,134.4,0,24,D
Auckland Aero,20200309,800,0,-,135.2,0,24,D
Auckland Aero,20200310,800,3,-,132.9,0,24,D
Auckland Aero,20200311,800,2.2,-,131.6,0,24,D
Auckland Aero,20200312,800,0.6,-,131.9,0,24,D
Auckland Aero,20200313,800,0,-,132.9,0,24,D
Auckland Aero,20200314,800,0,-,133.7,0,24,D
Auckland Aero,20200315,800,0,-,134.6,0,24,D
Auckland Aero,20200316,800,0,-,135.3,0,24,D
Auckland Aero,20200317,800,0,-,136.1,0,24,D
Auckland Aero,20200318,800,0,-,136.8,0,24,D
Auckland Aero,20200319,800,0,-,137.5,0,24,D
Auckland Aero,20200320,800,5.6,-,132.5,0,24,D
Auckland Aero,20200321,800,0.2,-,133.2,0,24,D
Auckland Aero,20200322,800,0,-,134,0,24,D
Auckland Aero,20200323,800,3.4,-,131.5,0,24,D
Auckland Aero,20200324,800,2.2,-,130.2,0,24,D
Auckland Aero,20200325,800,0.8,-,130.4,0,24,D
Auckland Aero,20200326,800,0,-,131.4,0,24,D
Auckland Aero,20200327,800,0.8,-,131.5,0,24,D
Auckland Aero,20200328,800,7,-,125.5,0,24,D
Auckland Aero,20200329,800,0,-,126.7,0,24,D
Auckland Aero,20200330,800,0,-,127.9,0,24,D
Auckland Aero,20200331,800,2.6,-,126.4,0,24,D
Auckland Aero,20200401,800,0.2,-,127.4,0,24,D
Auckland Aero,20200402,800,0,-,128.1,0,24,D
Auckland Aero,20200403,800,0.2,-,128.6,0,24,D
Auckland Aero,20200404,800,0,-,129.2,0,24,D
Auckland Aero,20200405,900,0,-,129.9,0,24,D
Auckland Aero,20200406,900,0,-,130.5,0,24,D
Auckland Aero,20200407,900,0,-,131.1,0,24,D
Auckland Aero,20200408,900,0,-,131.7,0,24,D
Auckland Aero,20200409,900,0.2,-,132.1,0,24,D
Auckland Aero,20200410,900,1.8,-,130.8,0,24,D
Auckland Aero,20200411,900,0,-,131.4,0,24,D
Auckland Aero,20200412,900,0,-,132,0,24,D
Auckland Aero,20200413,900,10.6,-,121.9,0,24,D
Auckland Aero,20200414,900,1.6,-,121.2,0,24,D
Auckland Aero,20200415,900,1.4,-,120.7,0,24,D
Auckland Aero,20200416,900,3.2,-,118.4,0,24,D
Auckland Aero,20200417,900,1.8,-,117.6,0,24,D
Auckland Aero,20200418,900,8.4,-,110.2,0,24,D
Auckland Aero,20200419,900,1.6,-,109.8,0,24,D
Auckland Aero,20200420,900,0.6,-,110.5,0,24,D
Auckland Aero,20200421,900,0.2,-,111.5,0,24,D
Auckland Aero,20200422,900,0.2,-,112.5,0,24,D
Auckland Aero,20200423,900,0,-,113.7,0,24,D
Auckland Aero,20200424,900,0.2,-,114.6,0,24,D
Auckland Aero,20200425,900,0.2,-,115.5,0,24,D
Auckland Aero,20200426,900,0,-,116.5,0,24,D
Auckland Aero,20200427,900,0.2,-,117.4,0,24,D
Auckland Aero,20200428,900,0,-,118.4,0,24,D
Auckland Aero,20200429,900,0,-,119.4,0,24,D
Auckland Aero,20200430,900,0.2,-,120.1,0,24,D
Auckland Aero,20200501,900,0,-,121,0,24,D
Auckland Aero,20200502,900,0,-,121.5,0,24,D
Auckland Aero,20200503,900,0.2,-,121.8,0,24,D
Auckland Aero,20200504,900,34,-,88.2,0,24,D
Auckland Aero,20200505,900,11.2,-,78.1,0,24,D
Auckland Aero,20200506,900,14,-,65.2,0,24,D
Auckland Aero,20200507,900,0.2,-,66.2,0,24,D
Auckland Aero,20200508,900,0.2,-,67.3,0,24,D
Auckland Aero,20200509,900,0,-,68.5,0,24,D
Auckland Aero,20200510,900,0.2,-,69.5,0,24,D
Auckland Aero,20200511,900,0,-,70.7,0,24,D
Auckland Aero,20200512,900,0,-,72,0,24,D
Auckland Aero,20200513,900,0.2,-,73,0,24,D
Auckland Aero,20200514,900,0.2,-,74,0,24,D
Auckland Aero,20200515,900,0.2,-,75,0,24,D
Auckland Aero,20200516,900,0,-,76.3,0,24,D
Auckland Aero,20200517,900,0,-,77.5,0,24,D
Auckland Aero,20200518,900,0,-,78.7,0,24,D
Auckland Aero,20200519,900,0.2,-,79.6,0,24,D
Auckland Aero,20200520,900,0.2,-,80.6,0,24,D
Auckland Aero,20200521,900,0,-,81.7,0,24,D
Auckland Aero,20200522,900,0,-,82.8,0,24,D
Auckland Aero,20200523,900,0.2,-,83.7,0,24,D
Auckland Aero,20200524,900,0,-,84.8,0,24,D
Auckland Aero,20200525,900,15,-,70.9,0,24,D
Auckland Aero,20200526,900,11.2,-,60.9,0,24,D
Auckland Aero,20200527,900,2.6,-,59.5,0,24,D
Auckland Aero,20200528,900,2.2,-,58.5,0,24,D
Auckland Aero,20200529,900,0,-,59.7,0,24,D
Auckland Aero,20200530,900,5.4,-,55.5,0,24,D
Auckland Aero,20200531,900,0,-,56.9,0,24,D
,,,,,,,,
UserName is = simonswinton,,,,,,,,
Total number of rows output = 1612,,,,,,,,
Number of rows remaining in subscription = 1979681,,,,,,,,
Copyright NIWA 2020 Subject to NIWA's Terms and Conditions,,,,,,,,
See: http://clifloecd1.niwa.co.nz/pls/niwp/doc/terms.html,,,,,,,,
Comments to: cliflo@niwa.co.nz,,,,,,,,
